Rating,Helpfullness,Review Title,Reviewer Name,Review Date,Review Text
1,9 out of 23 found this helpful,Pathetic.. Nothing new if u have already watched asur and sacred games,jbhattarai,17 May 2020,The same old formula.. Nothing new if you have already watched sacred games and Asur
1,8 out of 20 found this helpful,Communist propeganda,gopikhurana,20 May 2020,"Hateful, communist propegenda,. Boaring. poor direction. But lead actor worked very well"
1,8 out of 20 found this helpful,Absolutely bias and let's play victim card propoganda,avi2687,18 May 2020,"I have watched 2 episodes, it is clearly a propoganda to portray something which is against Hindu religion as a whole , would have given a zero star"
1,11 out of 30 found this helpful,Yet another Propaganda series,singhghanshyam,17 May 2020,Please avoid it...it's yet another propaganda series against the hindus.
1,13 out of 37 found this helpful,Aaaaakkk Thooooo,yssharma-48883,16 May 2020,"Producer director se lekar poori cast ke upar FIR honi chahiyepropaganda serial to portray ARMY, GOVT, CBI, HINDUS and Pro Govt Media in bad light
After it captures viewers Intrest in first 3-4 episodes it slowly moves to it's main point to Glorify Terrorist as victims of GOVT Conspiracy."
1,7 out of 17 found this helpful,Gets too predictable.,imaditya-shakya,22 May 2020,"Although the concept and the production is good, the series gets too predictable very quickly. Its not more than a one time watch. The iconography used in the series also looks bit of force fitted just for the sake of it completely neglecting the actual need of the script. This ruins the flow of the series and makes the delivery borderline cringy. Better screenplay writers would have definitely helped here."
10,7 out of 17 found this helpful,Superb!!! Waiting for season 2,joshtitans,20 May 2020,"Ok, I can say Bollywood is coming upto the Mark.. people just taking it seriously and assuming anti Hindu but it's not actually... just enjoy the show, the plot , performances and direction are right on the money"
1,7 out of 17 found this helpful,WORST AMONGST THE LOT,goelanirudh,18 May 2020,Another hinduphobic tv series and major dissapointment.
1,7 out of 17 found this helpful,In very bad taste..All lies and fake narrative,activatebhargav,17 May 2020,"Very disappointed by the theme of the series. It's nothing but a fake picture of Hindus and completely fake image of India.
This is not how the things are and the way the narrative carries forward..It is surely anti-India.
Cringe at best!"
1,10 out of 27 found this helpful,Visible biased view,pkvatskumar,17 May 2020,It's great show until they tried to force their ideology and biased view into it. They tried his best possible to indicate which party they are talking about. I want a show where director has unbiased view. I Do not mind saying system screwed up but when it is targeted on one individual or one party then how that show can be good.
10,4 out of 8 found this helpful,A must watch series,kashsum,24 May 2020,This is a must watch series by amazon prime. Can't wait for season 2.
10,4 out of 8 found this helpful,Beautiful Cinema: Perhaps the Best Indian TV Series So Far,chakshugoyal,23 May 2020,"Watch this for the hell of an exceptional, and truly crisp Indian cinematic experience that it offers. It's unadulterated, raw and beautiful, never trying to be self-righteous or feel-good for the audience (that a lot of series tempt themselves into), thus staying true to the core.At the end you can believe and relate more to the story, while it also shows a hard-hitting mirror to the bourgeoisie society that we're essentially a part of.It does require a certain level of maturity to appreciate, I feel, probably why it's super strong on critical reviews while not so much from an average Indian audience. Also, skip it if you're triggered/offended easily."
1,4 out of 8 found this helpful,waste of time,kdashwini,23 May 2020,"I felt like that the series is lacking the authenticity, and hurriedly made with poor plot and suspense"
10,4 out of 8 found this helpful,Totally Totally Impressed with Paatal Lok,srksophia,19 May 2020,"Loved #PatalLok . Brilliantly made, acted and written. What a disturbing (and real) take on current state of populist politics and cultural divide in India, which continues to be made worse every day, obviously, by propaganda news/media. Must watch."
10,4 out of 8 found this helpful,Totally Totally Impressed with Paatal Lok,yovishalk,19 May 2020,"Totally bing watch worthy. Amazing plot, script, direction and acting. The best Hindi show streaming now. When is Season 2 #PatalLok"
10,4 out of 8 found this helpful,Take a bow to the entire team,iamghaziaruby,19 May 2020,"Highlights of the series are The way the common criminals are shown as terrorists,religious misconceptions,poor life of Transgender,caste discrimination and Ugly local Politics, Ugly Media-Hard Hitting and Thought Provoking.Take a bow to the entire team"
10,4 out of 8 found this helpful,Masterpiece,sree_hari,19 May 2020,"Brilliant performances, solid story, meticulous technical work, rock solid production and wonderful screenplay. Trust me this series deserves all these, or even more accolades. Not only it captures the nuances of life, it enthrals the audience in various ways."
9,4 out of 8 found this helpful,Super interesting!!!,amanchdhry,17 May 2020,"Really good series, much better than any I have seen so far."
9,4 out of 8 found this helpful,Best crime series so far,altafnavalur,17 May 2020,"Superb acting by every one, beast dialogues and excellent direction. You don't get bored for a single second, every episode is exciting and filled with thrill... Just loved it."
10,6 out of 14 found this helpful,Please don't trust all the morons here!!!,rp-34285,24 May 2020,The series is suberb 10/10. The reality of Indian society is shown by different stories woven together by a main plot. However the main plot got pale by the end but the series keeps you on the edge and never lets you feel that its boring.
1,6 out of 14 found this helpful,Fail concept,aryashubam,24 May 2020,Didn't like the concept .too much mass . Unnecessary dialogue
1,6 out of 14 found this helpful,Poor Direction with fake story,royjustafrn,20 May 2020,"Don't waste your time in watching such non sense things. Fake story with lots of fake drama. Poor production, poor direction and poor screenplay. Fake acting by actors that I couldn't survive to watch for half an hour.
I think cartoon network will be worth watching than this nonsense series."
9,6 out of 14 found this helpful,The dark underbelly of crime and plots,msunando,17 May 2020,"Paatal Lok - Delhi police intercept four criminals attempting to assassinate a prominent TV journalist Sanjeev Mehra (Neeraj Kabi) and assign Inspector Hathi Ram Chaudhary (Jaideep Ahlawat) to investigate the plot and frame the charge sheet. To Hathi Ram, this is one huge opportunity that he must grab with all his might to wriggle out of his ignominious existence and progress in his otherwise graceless career. Supported by his assistant, the young and aspiring Ansari (Ishwak Singh), he starts to build the case that seems to involve some strange people - builders, politicians, petty criminals, middlemen and interestingly, the past lives of those four apprehended, going back to their roots. However, a series of bungled moves and judgemental errors throw Hathi Ram off the case and CBI steps in. Almost certain that CBI quickly wanted to wrap up the case to make it look like an international terrorist plot, Hathi Ram continues with his search for the truth and begins to connect the dots, against the wishes of his superiors. What he discovers is actually a muxh wider, sinister plot wherein the assassination of Mehra is a mere decoy that the subject master manipulator has taken an unprecedented advantage of to make his position enviable.Paatal Lok achieves a lot in its first season. It is gripping, has a palpable tension mounting with its progress and underscores a number of topics with an an unpretentious endeavor. The seemingly petty crimes in the dark underbelly of Delhi, their primal connections to other parts of the country, the understated struggles of the minorities, the attitudes towards them and yellow journalism, it tackles all of them with credible sketches. Directors Avinash Arun and Prosit Roy have done a commendable job in balancing the act. Top class performances from Jaideep Ahlawat and Neeraj Kabi are enthusiastically supported by Gul Panag, Ishwak Singh, Niharika Lyra Dutt, Jagjeet Sandhu, Mariembam Ronaldo Singh. But two artists must be lauded for essaying firecracker performances - Swastika Mukherjee as the hypersensitive Dolly Mehra suffering from frequent panic attacks and Abhishek Banerjee as Hathoda Tyagi, the mute kingpin of the assassination plot. It's an unmissable series worthy of binge watching."
